ID	EntryID	Segments	Meaning
681	6662-olasz	o l ɒ s	Spr, sprechende, Person, Italiener, italienisch
682	6725-orom	o r o m	Gipfel, Giebel, Wipfel, etw, länglich, Herausragendes, Rand, hervorragender, Körperteil, höherer, Ort, Gipfel, Giebel, Gipfel, versehen
683	6726-orosz	o r o s	Russe, Zeremonienmeister, Türhüter, russisch
684	6730-orr	o rː	Gipfel, Höhe, Nase, Nasenloch, Vorsprung, Fläche, Nase, Felsens, Halbinsel, Schnabel, Spitze, Truppe, vorspringende, obere, Spitze, etw, Bug, ahnen, beleidigt
685	6732-orszag	o r.s aː ɡ	Land, Reich, Landes, Herrschaft, Regierungsgewalt, gesetzgebende, Körperschaft, regieren, herumreisen, fahren, Herrschaft
686	6736-orv	o r.v	Dieb, Schleicher, Heuchler
687	6737-orvos	o r.v o ʃ	Arzt
688	6742-ostor	o ʃ.t o r	Art, Strauch, biegsamen, Zweigen, Peitsche, Heimsuchung, Plage, Strafe, Art, Kinderspiel
689	6772-paka	p aː k ɒ	Blütenstand, Lötkolben
690	6794-palast	p ɒ l aː ʃ.t	Mantel, Deckmantel, Hülle, Umhüllung, Mantel, Math
691	6825-panasz	p ɒ n ɒ s	Äußerung, Schmerz, od, Trauer, Klage, klagen, Beschwerde, Mißbilligung, gerichtliche, Klage
692	6872-pafrany	p aː f.r aː ɲ	Benennung, versch
693	6885-pap	p ɒ p	Priester, Deckel, Hartholz, Bestandteil, Kelter, oberste, Garbe, Mandel, Bündel, Stroh, Dach, od, Schober, Priester, Wahrheit, Künste, Wissenschaft, usw
694	6981-pasztor	p aː s.t o r	Hirt, Vorgesetzter
695	6987-pata	p ɒ t ɒ	Huf, Kreisel, menschlicher, Fuß, od, scherzhaft
696	6989-patak	p ɒ t ɒ k	Bach, Schlamm
697	7003-patkany	p ɒ t.k aː ɲ	Ratte, Spitzmaus, Maulwurf, Landratte, Mensch
698	7025-pecer	p ɛ t͡s eː r	Wärter, Jagdhunde, Knecht, Diener, irgendeinem, Arbeitskreis, tätige, Person, Abdecker, Schinder, Hundeliebhaber
699	7046-pele	p ɛ l ɛ	Spitzmaus, Eichhörnchen
700	7061-penesz	p ɛ n eː s	Schimmel, symbolisch, Altes, alte, häßliche, Person, Schmarren
701	7070-pentek	p eː n.t ɛ k	Freitag
702	7071-penz	p eː n.z	Geld, ungarische, Währungseinheit, ausgehenden, Mittelalter, 1/100, Forint
703	7075-per	p ɛ r	Rechtsstreit, Prozeß, Streit, Wortwechsel, Prozeß, führen, zanken, lodern, prasseln, Feuer
704	7111-pest	p ɛ ʃ.t	Kalkofen, Ofen, Grube, haupts, Schmelzofen
705	7177-pina	p i n ɒ	Vulva
706	7303-pogany	p o ɡ aː ɲ	Heide, heidnisch, ländlich, ungebildet, ausländisch, grausam, grimmig
707	7316-pokol	p o k o l	Hölle, Höhle, Aussatz, Lepra, inder, Küche, Qual, Pein, Teufel, Magen, böse, schlecht, gräßlich, trüb, dumpf, Aussätzige
708	7319-polc	p o l.t͡s	Bücher, Geschirr, usw, Fach, Regal, Sitzbank, Rang, Stellung, Unterlage, stützen, aufpolstern, Haus, bzw, Ofen, Lehm, Haus
709	7354-por	p oː r	Bauer, Landmann, Bauernstand, gehörig, Person, niederträchtige, Weise, bäuerliche, Weise, übel, Adv
710	7373-poroszlo	p o r o s.l oː	Büttel, Häscher
711	7406-pozsar	p o ʒ aː r	Karpfen
712	7457-prima	p.r iː m ɒ	Morgengebet, erste, höheren, Schule
713	7582-punkosd	p y n.k ø ʃ.d	Pfingsten
714	7584-puspok	p y ʃ.p ø k	Bischof
715	7586-ra	r aː	Funktion, Funktion, -ig, darauf, daran, Akk, darauf, daran, Dat, Akk, dafür, danach, außerdem, los, vorwärts
716	7629-rak	r aː k	Krebs, Tier, Krebs, Krankheit, Buch
717	7662-ravasz	r ɒ v ɒ s	Fuchs, schlauer, hinterlistiger, Mensch, Drücker, Schloß, od, Schlüssel, Klinke, Abzug, Schußwaffen, schlau, listig, Umstände, machend, knifflig, Füchsen, bewohnt, pfiffig, listig, Person
718	7676-rece	r eː t͡s ɛ	Ente
719	7707-regos	r ɛ ɡ ø ʃ	mittelalterlicher, Spielmann, Sänger, Sänger, Häuser, Dorfes, Feiertag, besuchen, Sprüchen, grüßen, zauberhaft
720	7718-rekettye	r ɛ k ɛ cː ɛ	Art, Weide, haupts, Ginster
721	7732-remeny	r ɛ m eː ɲ	Hoffnung, Grund, Hoffnung, Aussicht, hoffnungslos
722	7762-res	r eː ʃ	Öffnung, Schlitz, Spalt, Gelegenheit, Möglichkeit, Ausweg, Ausflucht, Vorwand, Spalt, od, Loch, habend
723	7770-reszeg	r eː s ɛ ɡ	betrunken, besessen, närrisch, verblendet, minderwertig, verirrt, berauscht, trunken, berauschend, Betrunkene, besessene, Person
724	7778-ret	r eː t	Wiese, Feld, Flachland, Ebene, Sumpfland, Ried, Moor, Feldlerche
725	7793-rev	r eː v	Fähre, Überfahrt, Stelle, Furt, Hafen, Reede, Ufer
726	7804-rez	r ɛ z	Rodung, Wald, Berg, Gipfel, Hochebene, Gipfel
727	7805-rez	r eː z	Kupfer, Halskette, Schmuck, Auswurf, Kupferstich, Blechblasinstrument, Benennung, versch, Gegenstände, Kupfer, scheißen
728	7833-rigo	r i ɡ oː	Amsel, Geliebte, Regulator, Weinpresse
729	7873-ro	r oː	Steuer, belegen, jmdm, etw, auferlegen, zusammenschreiben, Evidenz, führen, zusammenfügen, schneiden, tilgen, abgelten, merken, durchmessen, wandern, Reihe, aufsuchen, jmdm, etw, Schuld, anrechnen, rügen, bestimmte, Art, zerschneiden, Holz, schlagen, prügeln, Steuereinnehmer, schriftlicher, Verweis, Rüge, Schule, gekerbt, zusammengefügt, Holz, vorbestraft
730	7882-roh	r o h	schwärzlich, schwarz, rot, rötlich
731	7887-rojt	r o j.t	Franse, Quaste, Franse, ausgefransten
732	7930-rost	r o ʃ.t	Faser, Franse, Faden, -mal, stückweise
733	7935-rossz	r o sː	schlecht, wertlos, unartig, unredlich, Person, schlimm, schändlich, schwach, mager, unredliche, Person, unerwünschte, Sache, Übel, Böses, böse, Tat, schlechter, wertloser, Teil, etw, schwere, Krankheit, Fallsucht, Schlaganfall, usw, Schimpfwort
734	7947-rozs	r o ʒ	Roggen
735	7948-rozsa	r oː ʒ ɒ	Rosenstrauch, Rose, Gegenstand, Liebchen, Anrede
736	7978-rug	r uː ɡ	Fuß, stoßen, ausschlagen, sträuben, widersetzen, Füßen, treten, jmdm, Fußtritt, geben, grob, anfahren, zB, Gewehr, umstoßen, Vertrag, Zustand, jäh, ändern, jmdm, zuvorkommen, richten, etw, belaufen, saufen, betrinken, jmdn, Zug, federn, tanzen, feder, Triebfeder, jmdn, anfallen, feder, versehen, Pferd
737	7979-ruga	r u ɡ ɒ	Geld, od, Getreide, Geistliche
738	8004-sator	ʃ aː t o r	Zelt, Laubhütte, Gartenlaube, Deckel, Kuppel, gewisser, Teil, Schädels, Führerstand, Lokomotive
739	8012-seb	ʃ ɛ b	Wunde, Gram, Leid, Beleidigung, Schaden, verwundet, verwunden
740	8014-sebes	ʃ ɛ b ɛ ʃ	schnell, rasch, schnell
741	8015-sed	ʃ eː d	Quelle, Bach
742	8019-seg	ʃ eː ɡ	Hügel, Berg
743	8020-seged	ʃ ɛ ɡ eː d	Helfer, Beschützer, Hilfe, Unterstützung, Aushilfe, Hilfsmittel, Sekundant, Geselle, Hilfe
744	8055-sereg	ʃ ɛ r ɛ ɡ	Heer, Armee, Schar, Haufen, Menge, etw, Herde, Spinnstube
745	8057-sereny	ʃ ɛ r eː ɲ	flink, geschickt, tüchtig, willfährig, fleißig, strebsam, schnelle, Auffassung, habend, klug, munter, wachsam
746	8087-saf	ʃ aː f	Schaff, Krug, Töpfchen
747	8092-sag	ʃ aː ɡ	Hügel, Erhöhung, Hain, Wald
748	8103-sajtar	ʃ ɒ j.t aː r	Gefäß, Schöpfen, Aufbewahren, Flüssigkeiten
749	8138-sar	ʃ aː r	schlammiger, Fluß, Sumpf, Morast, nasse, aufgeweichte, Erde, Kot, Lehm, Schlacke
750	8139-sar	ʃ aː r	gelb, blond, Gelbsucht, Galle, Cholera
751	8152-sarkany	ʃ aː r.k aː ɲ	Art, Schlange, Krokodil, Art, Seefisch, Drache, Fabeltier, Drache, Fluggerät, Spielzeug, feuriges, Pferd
752	8154-sarlo	ʃ ɒ r.l oː	Sichel, Gebilde
753	8159-sarok	ʃ ɒ r o k	Ecke, Winkel, Eck-, Ferse, Hinterkappe, od, Absatz, Schuhwerk, Scharnier, Pol, Weltgegend, Fundament, magnetischer, od, elektrischer, Pol, Weltgegend, polarisieren, Absatz, bzw, Absätze, reparieren
754	8160-saru	ʃ ɒ r u	Schuhwerk, Fußbekleidung, Sandale, Auflager, Widerlager
755	8162-sas	ʃ ɒ ʃ	Adler, Balken, Kerbe, Splint, Haken, Nagel
756	8163-sas	ʃ aː ʃ	Art, Blatt
757	8189-sima	ʃ i m ɒ	tückisch, falsch, gewinnend, einschmeichelnd, glatt, kahl, angenehm, mild, gewöhnlich, od, Stoff, schlüpfrig, eben, einfarbig, einfach, glatt, glatt, Masche, beim, Stricken
758	8202-sip	ʃ iː p	pfeife, Rohr, Schornstein, Pfeifer, Fistel
759	8207-sir	ʃ iː r	Grab, Grabhügel
760	8253-smaragd	ʃ.m ɒ r ɒ ɡ.d	Smaragd
761	8267-so	ʃ oː	Salz, Würze, Witz, Geist, Ort, Wüste
762	8280-sok	ʃ o k	lang, Zeit, usw, Dorf, Menge, Unzahl, Menge, hochgradig, vermehren, multiplizieren, vervielfältigen, multiplizieren, lange
763	8286-solyom	ʃ oː j o m	Falke, Falken, jagen
764	8287-som	ʃ o m	schlagen, abschälen, abschälen, abschälen, abschälen
765	8288-som	ʃ o m	Kornelkirsche
766	8317-soreg	ʃ øː r ɛ ɡ	Stör
767	8321-sotet	ʃ ø t eː t	finster, verblendet, wirr, böse, böswillig, bleibend, dunkel, ungeklärt, dunkel, betrübt, zornig, finster, unaufgeklärt, Zeit, Dunkelheit, Finsternis, Tageszeit, Ort, Verborgenheit, Verlies, Dunkles, dunkler, Teil, etw, Bösewicht, dunkel, Bösewicht
768	8322-soveny	ʃ ø v eː ɲ	Flechtwerk, Zaun, Wand, Umfassung, Rand, lebende, Hecke, Hecke
769	8429-sukoro	ʃ u k o r oː	Tal, gewunden
770	8433-sulyok	ʃ u j o k	Schlegel
771	8434-sulyom	ʃ u j o m	Hobelspäne, Backwerk, mildes
772	8460-suger	ʃ y ɡ eː r	Barsch, Art, Kriegsgerät
773	8461-suket	ʃ y k ɛ t	taub, schwerhörig, geräuschlos, bar, wichtigen, Eigenschaft, charakterisiert, Fehlen, etw, Glockengeläut, Karwoche, dumpf, Schall, schlechter, Akustik, Raum, eitel, Gerede, dumm, ungeschickt, tauber, Mensch
774	8463-sullo	ʃ y lː øː	Zander
775	8464-suly	ʃ y j	Benennung, versch, Krankheiten, Schimpfwort
776	8466-sun	ʃ y n	Igel, stachelige, Frucht
777	8469-surog	ʃ y r ø ɡ	geschäftig, tun, jmdn, eilen, drehen, tanzen, schwärmen, wimmeln, drängen, brausen, Leben, Tätigkeit, geschäftig, tun, jmdn, geschäftig, tun
778	8476-suv	ʃ y v	Onkel, Vetter, Schwager, Schwägerin
779	8478-suvolt	ʃ y v ø l.t	schrillen, heulen, kreischen, Person, heulen, brausen, Wind, pfeifen, zischen, Schlange, jmdn, sausen, Ohr, schrillen, Musikinstrument, schreien, Vogel, keuchen, röcheln, Person, Pfeife, Blockflöte, Gimpel, Vogel
780	8488-szab	s ɒ b	bestimmen, anordnen, zuschneiden, zusammenfügen, etw, od, etw, richten, schlagen, prügeln, schneiden, Schneider, Regel, Vorschrift, Struktur
781	8499-szad	s aː d	Mündung, Eingang, Passes, Tals, usw, Mundloch, Mündung, Höhle, usw, Web-, Spundwand, Pfropf, Spund, Türchen
782	8511-szak	s aː k	Art, Fischernetz
783	8512-szakacs	s ɒ k aː t͡ʃ	Koch, Schürze, Schürze
784	8513-szakad	s ɒ k ɒ d	fallen, stürzen, zerreißen, entzweien, Gemeinschaft, zerbrechen, absondern, trennen, teilen, Fluß, gießt, regnet, Strömen, entstammen, aufhören, enden, münden, Fluß, jmdm, zufallen, geraten, verschlagen, Bergsturz, Riß, Abgrund, Abtrünniger, Separatist, voller, Kehle
785	8516-szakall	s ɒ k aː lː	Bart, Benennung, versch, Pflanzen, Wamme, Stiel, od, Heft, Wildling, Wurzel, Schweif, Kometen, Moos, Bart, Pflanzen, Art, Kanone
786	8524-szal	s aː l	Einzelstück, Behaarung, Gefieders, Stengel, Einzelnes, langer, Gegenstand, Felsen, Holzstamm, wenig, gering, Faden, Num, Anzahl, Personen, länglichen, Dingen, hochgewachsen, stämmig, Längenmaß, sechs, Fuß, Strang, Faden, komplizierten, Geschehens, Organisation, Spaltung, Faser-, od, Holz
787	8525-szal	s aː l	Floß
788	8533-szaldob	s aː l.d o b	Linde
789	8536-szalka	s aː l.k ɒ	Splitter, winzige, pflanzliche, Abfälle, jmdm, Dorn, Auge, Granne, Gräte, Faser, Hülsenfrucht, schmal, Zünder
790	8538-szallas	s aː lː aː ʃ	Unterkunft, zeitweiliger, Wohnsitz, Behausung, Aufenthalt, Zeltlager, Feldlager, Herberge, Viehs, Hütte, Fremde, weiden, gekommenen, Hirten, Gruppe, Feldmark, befindlichen, zeitweilig, gebrauchten, Wirtschaftsgebäude, eingezäunter, Platz, Schweinestall, Siedlung, fern, Mutterland, Kolonie, Höhle, wild, lebender, Tiere, zeitweilig, irgendwo, wohnen, beherbergen
791	8542-szalma	s ɒ l.m ɒ	Stroh, leerer, Teil, Sache
792	8552-szam	s aː m	Reihe, Menge, Anzahl, bestimmter, Individuen, Anzahl, Zahl, Quantität, Ziffer, Nummer, Arbeit, werk, Numerus, Exemplar, Zeitung, Zeitschrift, usw, Arithmetik, Mathematik, Nummer, innerhalb, zwei, Holz, zahlreich, Zähler, Math
793	8553-szamar	s ɒ m aː r	Esel, dummer, Mensch, dumm
794	8573-szant	s aː n.t	pflügen, Ackerland, bestelltes, Ackerland
795	8576-szapu	s ɒ p u	Metze, Korb, Kästchen, kleines
796	8577-szar	s ɒ r	Scheiße, Schlacke
797	8578-szar	s aː r	rotbraun, haarlos, kahl
798	8587-szarka	s ɒ r.k ɒ	Elster, bunt, haupts, Pferd, Schwätzer, diebische, Elster, Zisterzienser
799	8590-szarm	s ɒ r.m	rm, Tals, Grabens
800	8606-szatyor	s ɒ c o r	Korb, Beutel, Sack, Einkaufstasche, alte, Schachtel, alte, Frau, alter, Kracher, Hühner
801	8610-szavat	s ɒ v ɒ t	Ablenkung, Anklage, od, Verdachtes, Beschuldigung, Verleumdung, Zuträger
802	8612-szaz	s aː z	hundert, Personen, bzw, Häusern, bestehende, Gruppe, Jahrhundert, hundert, Hauptmann, Hunderter, Hundert, Hundertstel, Kompanie, Milit, Jahrhundert, Hauptmann, Hunderter, arbeitsunfähig, erklären
803	8617-szed	s ɛ d	erheben, einnehmen, zB, Steuern, lesen, pflücken, sammeln, gewinnen, erwerben, zerpflücken, einzeln, ordnen, zusammennehmen, beeilen, betrügen, Schriften, setzen, Buchdruck, schlagen, nehmen, Speise, nehmen, Arznei, aufrappeln, Lesen, Sammeln
804	8618-szeder	s ɛ d ɛ r	Brombeere, Maulbeere, bewachsen, bläulich, violett, zB, Lippen
805	8622-szeg	s ɛ ɡ	brechen, schneiden, spalten, zunichte, verderben, Lust, usw, brechen, verletzen, Gesetz, Eid, usw, biegen, Richtung, verändern, wenden, abweichen, jmdm, anschließen, einfassen, Stoff, gebrochen, brechen, zerbrechen, beschädigen, stellen, richten, widersetzen
806	8623-szeg	s ɛ ɡ	Ecke, Winkel, Vorsprung, Dorfteil, Insel, Winkel, eckig, Eckball
807	8624-szeg	s ɛ ɡ	Nagel, Stift, Niet
808	8625-szegeny	s ɛ ɡ eː ɲ	bedauernswert, bemitleidenswert, arm, mittellos, unvollkommen, mangelhaft, gering, schlecht, unbeholfen, ungeschickt, Arme, Bettler, bedauernswerte, Person, Arme
809	8630-szegye	s eː ɟ ɛ	Art
810	8631-szegyen	s eː ɟ ɛ n	Schmach, Scham, Schüchternheit, Schamhaftigkeit, Schandtat, beschämen, Scham, schämen, schämen
811	8633-szek	s eː k	Residenz, Wohnort, Wohnsitz, Kanzel, Predigtstuhl, Stuhl, Sessel, Gestühl, Thron, Stuhl, Amt, Bezirk, Siebenbürgen, Richterstuhl, Gericht, Schlachtbank, Metzgerei, Gestell, Anrichte, Abort, Sänfte, Liegestuhl, Stuhlgang, Kreuzung, Darm, entleeren, residieren
812	8638-szekely	s eː k ɛ j	Szekler
813	8640-szeker	s ɛ k eː r	Wagen, Fuhrwerk
814	8649-szel	s ɛ l	schneiden, abschneiden, pflügen, durchqueren, kreuzen, übers, Ohr, hauen, ohrfeigen, Schnitte, Ackerbaus, Profil, schnitt, Kupon, Abschnitt, Segment
815	8650-szel	s eː l	Grenze, Grenzgebiet, Paspel, Rand, Saum, Kante, Breite, Weite, Ufer, Stoffbreite, Maß, Bahn, zerstreuen
816	8651-szel	s eː l	Wind, Atem, Luft, Gerücht, Schlaganfall, Geist, geistig, inspiriert, Geiste, lüften, entfliehen, flüchtig
817	8653-szelemen	s ɛ l ɛ m ɛ n	Bergrücken
818	8657-szeles	s eː l ɛ ʃ	ausgedehnt, breit
819	8663-szem	s ɛ m	Auge, Korn, Ansicht, Beurteilung, Glied, Beere, Blick, Rücksicht, Körnchen, Maß, Masche, Verzierung, Punkt, Spielkarten, Würfeln, usw, Körner, hervorbringen, unverschämt, frech, besehen, besichtigen, auslesen, sortieren, Körner, hervorbringen, jmdm, kokettieren, Auswahl
820	8667-szemely	s ɛ m eː j	Äußeres, Gestalt, Figur, Bild, Vertreter, Mensch, Person, Gesicht, Aussehen, Blick, Hure, Schauspieler, Würde, Person, Grammatik, Rolle, Personenzug
821	8675-szemet	s ɛ m eː t	Kehricht, Müll, Misthaufen, Müllhaufen, Mistkerl, Schurke, schmutzig, Müll, Person
822	8689-szen	s eː n	Holzkohle, Glut, Steinkohle, Kohlenstoff, Arznei
823	8690-szena	s eː n ɒ	Heu
824	8698-szent	s ɛ n.t	heilig, Gott, geheiligt, gewidmet, erhaben, unantastbar, unverletzlich, gewiß, sicher, verstärkender, Funktion, Heilige, frommer, Mensch, Schatz, Anrede, Ausruf, od, milder, Fluch, heiliggesprochen, heilig
825	8707-szennyes	s ɛ ɲː ɛ ʃ	schmutzig, unflätig, schmutzige, Wäsche
826	8708-szep	s eː p	schön, richtig, schicklich, schön, beträchtlich, bedeutend, groß, günstig, nützlich, Schönste, Beste, Schöne, Schönheit
827	8710-szepe	s ɛ p ɛ	Haar, habend, Pferd, blond, fahl, rothaarig, Pferd, Mensch
828	8717-szer	s ɛ r	Bodenfläche, Ortsteil, Dorfteil, Häuserreihe
829	8721-szerda	s ɛ r.d ɒ	Mittwoch, Ranzen, Wochenmarkt, Mittwoch, Person, Ranzen
830	8724-szerecsen	s ɛ r ɛ t͡ʃ ɛ n	Araber, Neger, arabisch
831	8726-szerelem	s ɛ r ɛ l ɛ m	Liebe, Vorliebe, Eifer, Geliebte, Liebe, sexuell, Liebesverhältnis, geliebte, Sache, Liebstes, geliebt, liebenswürdig, verliebt, Geliebte, geliebt, gerne, Vergnügen
832	8742-szeru	s eː r yː	Tenne, ringförmiger, Platz, Gegenstand, Unterteil, Grund, Boden
833	8760-szt	s.t	Insel, Landgebiet, isolierte, Menschengruppe
834	8764-szik	s i k	Sumpf, Morast, Boden
835	8772-szil	s i l	Ulme
836	8774-szilank	s i l aː n.k	Splitter, Span, fadenscheiniger, Fetzen, Fünkchen, schmales, Stück, Schnitte, Scherbe, Granne
837	8778-szilva	s i l.v ɒ	Pflaumenbaum, Pflaume
838	8791-szin	s iː n	Laubhütte, Scheune, Hausflur, Dachboden
839	8792-szin	s iː n	schöne, Gestalt, Schönheit, Anmut, Angesicht, unmittelbare, Gegenwart, Farbe, Empfindung, Oberfläche, Beste, Erscheinungsform, Äußere, Bild, Bildnis, Schein, Vorwand, Farbe, Farbstoff, Art, Weise, Vorderseite, haupts, rechte, Seite, Stoffen, farbig, Rand
840	8808-szirony	s i r o ɲ	Bast, schmaler, Lederstreifen, Verzierung, Pergament
841	8833-szo	s oː	Stimme, Ton, Ruf, Wort, Rede, jm, Worte, Äußerung, Bitte, usw, Gespräch, Unterredung, Wortwechsel, Gerede, Wortgebrauch, Aussprache, Sprechen, Redewendung, Reden, Wort, Ton, Klang, Lärm, Rede, Wort, Proklamation, Stimme, hören, lassen, lauten, Reden, Sprechen, sprachlos, Wortwechsel, geraten
842	8834-szoba	s o b ɒ	Ofen, heizbare, Wohnstube, Zimmer, Badezimmer, Dachboden
843	8844-szolga	s o l.ɡ ɒ	Knecht, Diener, Adeliger, Ausdruck, Ergebenheit, Benennung, Gebrauchsgegenständen, Lieber, Kind, Anrede, Knecht, Diener, Dienstmagd
844	8850-szombat	s o m.b ɒ t	Sonnabend, Tag, Tag, großen, kirchlichen, Feiertag, acht, bzw, Acht, Kartenspiel
845	8853-szomoru	s o m o r uː	traurig, trüb, betrübt, betrüblich, schmerzlich, bewölkt, trüb, Traurigkeit, traurig
846	8861-szopik	s o p i k	saugen, lutschen, küssen, Schluck, trinken, alkoholisches, Getränk, betrinken, wert, Kartenspiel, Unannehmlichkeiten, bekommen, zB, schlechte, Note, lächerliches, Tor, Fußballspiel, usw, saugend
847	8871-szoros	s o r o ʃ	eng, schmal, streng, genau, drückend, materielle, Lage, bedrängt, Seelenzustand, dicht, knapp, passend, eng, vertraut, Beziehung, Hand, eilig, geringen, Unterschied, zeigend, Wettbewerb, Resultat, Engpaß, Meerenge, Verengung, Einschnürung
848	8880-szo	s øː	weben, Zusammensetzung, herstellen, ersinnen, Gedanken, fassen, werfen, spinnen, Insekt, Gestrüpp, Gespinst, Weber, Halsausschnitt, buschig, verwickelt, Kurve, Gewebe, Leinwand
849	8881-szo	s øː	blond, fahl, Pferd, Ochse, usw
850	8883-szog	s ø ɡ	braun
851	8884-szokik	s ø k i k	springen, hüpfen, tanzen, fliehen, flüchten, unbemerkt, hin-, bzw, ausbrechen, ausfallen, Bart, Halme, Ähren, usw, schießen, schießen, Blut, springen
852	8887-szolo	s øː l øː	Weinrebe, Weintraube, Weinberg, Weingarten, Frucht, versch, Pflanzen, Johannisbeere
853	8889-szomorcsog	s ø m ø r.t͡ʃ ø ɡ	Art, Knödel, Kloß
854	8924-szurdok	s u r.d o k	Klamm, Engpaß, Ecke, Straßenecke, Enge, Winkel, Heimlichkeit, heimlich, begangene, Tat, Hütte, kleine, Räumlichkeit
855	8926-szurok	s u r o k	Harz, Pech, Schmutz, Ruß, schmutzig
856	8938-szucs	s yː t͡ʃ	Kürschner
857	8939-szugy	s y ɟ	Brust, Tieres, bes, Pferd, menschliche, Brust, Brust, Tieres, bes, Rind, Schaf, Bruststück
858	8943-szul	s y l	gebären, zeugen, hervorrufen, verursachen, Nachkomme, Kind, Geburt, Geburt, Kind
859	8968-tagad	t ɒ ɡ ɒ d	ab-, verleugnen, verneinen, leugnen, verstoßen, enterben
860	8979-takar	t ɒ k ɒ r	einbringen, ernten, zusammentragen, anhäufen, hüllen, decken, verpflegen, beisetzen, begraben, verschwenden, Decke, Sammlung, Einbringung
861	8989-tal	t aː l	Schüssel, Gericht, Gang, Truchseß, Geschirrschrank
862	9007-talp	t ɒ l.p	Fußsohle, Schuhsohle, Felge, Metallplatte, Untersatz, Basis, Schwelle, zugrunde, richten, schreiten, ganz, völlig
863	9008-taltos	t aː l.t o ʃ	Schamane, Zauberer, Zauber-, Roß, fahrender, Student, Unwetter, hervorrufen
864	9017-tanacs	t ɒ n aː t͡ʃ	Ratschlag, Mahnung, Entschluß, Beratung, Rat, Senat, Mitglied, Rats, Kenntnis, Weisheit, Rede, Dorf-, Stadtrat, Sowjet, Mitglied, Rats, ratsam, Ratschlag, geben, mahnen, unterrichten, beraten
865	9030-tanya	t ɒ ɲ ɒ	Fischfang, Ort, Fischen, tiefe, Stelle, Wasser, Wirbel, Stätte, etw, Aufenthalt, Teich, Pfütze, Gehöft, Gesellschaft, Behausung, Fischerhütte, Kelterhaus
866	9032-tapasz	t ɒ p ɒ s	Lehm, klebriger, Stoff, Klebstoff, Pflaster, Heilmittel
867	9040-taplo	t ɒ p.l oː	Schwamm
868	9045-tar	t ɒ r	kahl, verstümmelt
869	9064-tarka	t ɒ r.k ɒ	bunt, scheckig, mannigfaltig, Zisterzienser, heuchlerisch, doppelzüngig
870	9068-tarlo	t ɒ r.l oː	Stoppel, Stoppelfeld, Ähre, Saat, Getreidefeld, Strohhalm, Stroh, Borste, auslesen
871	9070-tarnok	t aː r.n o k	Hüter, königlichen, Versorger, eingesammelten, Getreides, Verwalter, Finanzen
872	9074-tars	t aː r.ʃ	Gefährte, Genosse, Kamerad, Ehemann, Ehefrau, Ebenbild, Gegenstück, assoziieren, Gespräch, führen, Gruppe, Gesellschaft, soziologisch
873	9076-tart	t ɒ r.t	verrichten, fassen, halten, stützen, befestigen, behalten, aufbewahren, Erinnerung, behalten, usw, anhalten, hindern, etw, halten, od, etw, richten, jmdm, Zustand, sichern, etw, irgendwo, lagern, aufbewahren, Lagerung, dienen, etw, halten, einschätzen, behaupten, vollführen, veranstalten, hin-, her-, vorhalten, wenden, zeigen, usw, unterhalten, versorgen, jmdm, halten, etw, gehören, widersetzen, od, Richtung, etw, gehen, fahren, usw, od, etw, gelangt, Dienst, halten, benützen, halten, züchten, enthalten, Sache, enthalten, etw, erstrecken, etw, dauern, dauern, fürchten, Ehren, halten, bleiben, anhalten, bewirten, beanspruchen, verbinden, verpflichten, Schwur, Wette, Auge, behalten, aushalten, erleiden, Träger, Halterung, Beobachtung, Pflicht, Behinderung, Ersatz, Reserve
874	9084-taska	t aː ʃ.k ɒ	Ranzen, Tasche, oft, Beutel, Art, gefüllte, Mehlspeise, Schote, Hülse, Anschwellung, Haut, flache, Vorwölbung, Wandputz
875	9089-tata	t ɒ t ɒ	Taufpate, Vater, Großvater, Mentor, alter, Mann
876	9090-tatar	t ɒ t aː r	Tatar, gottlos
877	9125-teker	t ɛ k ɛ r	winden, wickeln, drehen, rollen, reizen, Winde, Spill, krumm, Krümmung, krumm
878	9135-telek	t ɛ l ɛ k	Grund, Boden, Gelände, Dorfes, Grundbesitz, Baugrund, bebauter, Boden, Weide, Boden, unbebauter, Boden, Gesträuch, Dünger, Mist
879	9157-tenger	t ɛ n.ɡ ɛ r	Meer, See, ungeheuer, unzählig, Unmenge, Meer-
880	9212-tesz	t ɛ s	handeln, durchführen, legen, irgendeine, Lage, versetzen, bewirken, verursachen, schaffen, verzichten, aufgeben, hinzufügen, etw, halten, voraussetzen, betragen, ausmachen, bedeuten, symbolisieren, verstellen, beschließen, bestimmen, Aufgabe, Ziel, usw, gute, Leistung, erzielen, deutlich, Tat, <in, attr, Funktion, Einsatz, Fähigkeit, Vermögen, Tun, Handlung, satz, Handlung, Ausführung, Schöpfer, Ofentür, Tat, Ausführung, wirksam, kräftig, wohlhabend, etw, ausführend, Adv, untätig, Adv, untätig, stark, mächtig, begabt, etw, tun, könnend, tätig, her, legen, Täter
881	9216-tetem	t ɛ t ɛ m	Knochen, Lebewesens, Gebeine, Leiche, Knochen, Material, Glied, Körperteil, Körper
882	9222-teto	t ɛ t øː	oberer, Teil, etw, Gipfel, Wipfel, Dach, usw, Kopf, Scheitel, Gipfelpunkt, Oberfläche, irgendeiner, Flüssigkeit, Ende, Zipfel, Deckel, gehäuft, häufen, Höhepunkt, erreichen
883	9242-timar	t iː m aː r	Handwerker, Lederwaren, Schuster, Riemer, usw, Gerber
